Barcelona 1992 Olympics: This countries medal tally was: 0  Gold, 2  Silver, 0  Bronze, 2 in Total`south africa
If You Were Born on: 03 January What Zodiac symbol would you be represented by, The:`goat
If You Were Born on: 07 January What Zodiac symbol would you be represented by, The:`goat
If You Were Born on: 08 January What Zodiac symbol would you be represented by, The:`goat
If You Were Born on: 21 January What Zodiac symbol would you be represented by, The:`water carrier
If You Were Born on: 06 February What Zodiac symbol would you be represented by, The:`water carrier
If You Were Born on: 12 February What Zodiac symbol would you be represented by, The:`water carrier
If You Were Born on: 15 February What Zodiac symbol would you be represented by, The:`water carrier
If You Were Born on: 08 March What Zodiac symbol would you be represented by, The:`fish
If You Were Born on: 22 March What Zodiac symbol would you be represented by, The:`ram
If You Were Born on: 25 March What Zodiac symbol would you be represented by, The:`ram
If You Were Born on: 05 April What Zodiac symbol would you be represented by, The:`ram
If You Were Born on: 15 April What Zodiac symbol would you be represented by, The:`ram
If You Were Born on: 03 May What Zodiac symbol would you be represented by, The:`bull
If You Were Born on: 15 May What Zodiac symbol would you be represented by, The:`bull
If You Were Born on: 19 May What Zodiac symbol would you be represented by, The:`bull
If You Were Born on: 20 May What Zodiac symbol would you be represented by, The:`bull
If You Were Born on: 26 May What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 04 June What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 08 June What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 11 June What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 19 June What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 20 June What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 21 June What Zodiac symbol would you be represented by, The:`twins
If You Were Born on: 23 June What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 27 June What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 02 July What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 04 July What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 13 July What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 14 July What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 20 July What Zodiac symbol would you be represented by, The:`crab
If You Were Born on: 23 July What Zodiac symbol would you be represented by, The:`lion
If You Were Born on: 07 August What Zodiac symbol would you be represented by, The:`lion
If You Were Born on: 17 August What Zodiac symbol would you be represented by, The:`lion
If You Were Born on: 25 August What Zodiac symbol would you be represented by, The:`virgin
If You Were Born on: 27 August What Zodiac symbol would you be represented by, The:`virgin
If You Were Born on: 29 August What Zodiac symbol would you be represented by, The:`virgin
If You Were Born on: 30 August What Zodiac symbol would you be represented by, The:`virgin
If You Were Born on: 31 August What Zodiac symbol would you be represented by, The:`virgin
If You Were Born on: 05 September What Zodiac symbol would you be represented by, The:`virgin
If You Were Born on: 20 October What Zodiac symbol would you be represented by, The:`scales
If You Were Born on: 25 October What Zodiac symbol would you be represented by, The:`scorpion
If You Were Born on: 08 November What Zodiac symbol would you be represented by, The:`scorpion
If You Were Born on: 16 November What Zodiac symbol would you be represented by, The:`scorpion
If You Were Born on: 17 November What Zodiac symbol would you be represented by, The:`scorpion
If You Were Born on: 19 November What Zodiac symbol would you be represented by, The:`scorpion
If You Were Born on: 27 November What Zodiac symbol would you be represented by, The:`archer
If You Were Born on: 15 December What Zodiac symbol would you be represented by, The:`archer
If You Were Born on: 17 December What Zodiac symbol would you be represented by, The:`archer
If You Were Born on: 19 December What Zodiac symbol would you be represented by, The:`archer
If You Were Born on: 20 December What Zodiac symbol would you be represented by, The:`archer
What is the fear of darkness known as`achluophobia
What is the fear of heights known as`acrophobia
What is the fear of flying known as`aeruophobia
What is the fear of pain known as`agliophobia
What is the fear of sexual abuse known as`agraphobia
What is the fear of crossing streets known as`agyrophobia
What is the fear of cats known as`ailurophobia
What is the fear of kidney disease known as`albuminurophobia
What is the fear of chickens known as`alektorophobia
What is the fear of pain known as`algophobia
What is the fear of heights known as`altophobia
What is the fear of dust known as`amathophobia
What is the fear of vehicles known as`amaxophobia
What is the fear of amnesia known as`amnesiphobia
What is the fear of scratches or being scratched known as`amychophobia
What is the fear of wind known as`ancraophobia
What is the fear of people or society known as`anthropophobia
What is the fear of floods known as`antlophobia
What is the fear of being touched known as`aphenphosmphobia
What is the fear of numbers known as`arithmophobia
What is the fear of men known as`arrhenphobia
What is the fear of fire known as`arsonphobia
What is the fear of thunder and lightning known as`astraphobia
What is the fear of failure known as`atychiphobia
What is the fear of animatronic creatures known as`automatonophobia
What is the fear of being alone known as`autophobia
What is the fear of flying known as`aviophobia
What is the fear of reptiles known as`bactrachophobia
What is the fear of gravity known as`barophobia
What is the fear of heights known as`batophobia
What is the fear of pins and needles known as`belonephobia
What is the fear of slime known as`blennophobia
What is the fear of the bogeyman known as`bogyphobia
What is the fear of thunder and lightning known as`brontophobia
What is the fear of jumping from high and low places known as`catapedaphobia
What is the fear of sitting known as`cathisophobia
What is the fear of thunder known as`ceraunophobia
What is the fear of hair known as`chaetophobia
What is the fear of cold known as`cheimaphobia
What is the fear of being touched known as`chiraptophobia
What is the fear of food known as`cibophobia
What is the fear of stealing known as`cleptophobia
What is the fear of being enclosed known as`clithrophobia
What is the fear of stings known as`cnidophobia
What is the fear of extreme cold or ice or frost known as`cryophobia
What is the fear of computers or working on a computer known as`cyberphobia
What is the fear of dining or dinner conversations known as`deipnophobia
What is the fear of insanity known as`dementophobia
What is the fear of crowds known as`demophobia
What is the fear of skin disease known as`dermatosiophobia
What is the fear of justice known as`dikephobia
What is the fear of crossing streets known as`dromophobia
What is the fear of church known as`ecclesiophobia
What is the fear of home surroundings known as`eicophobia
What is the fear of cats known as`elurophobia
What is the fear of crowds known as`enochlophobia
What is the fear of insects known as`entomophobia
What is the fear of horses known as`equinophobia
What is the fear of blushing known as`ereuthrophobia
What is the fear of cats known as`felinophobia
What is the fear of france or french culture known as`francophobia
What is the fear of cold known as`frigophobia
What is the fear of cats known as`galeophobia
What is the fear of france or french culture known as`gallophobia
What is the fear of cats known as`gatophobia
What is the fear of laughter known as`geliophobia
What is the fear of knees known as`genuphobia
What is the fear of growing old known as`gerascophobia
What is the fear of germany or german culture known as`germanophobia
What is the fear of speaking in public known as`glossophobia
What is the fear of knowledge known as`gnosiophobia
What is the fear of writing known as`graphophobia
What is the fear of nudity known as`gymnophobia
What is the fear of hell known as`hadephobia
What is the fear of sinning known as`hamartophobia
What is the fear of being touched known as`haphephobia
What is the fear of being robbed known as`harpaxophobia
What is the fear of feeling pleasure known as`hedonophobia
What is the fear of worms known as`helminthophobia
What is the fear of blood known as`hemophobia
What is the fear of reptiles known as`herpetophobia
What is the fear of the opposite sex known as`heterophobia
What is the fear of road travel known as`hodophobia
What is the fear of men known as`hominophobia
What is the fear of shock known as`hormephobia
What is the fear of rabies known as`hydrophobophobia
What is the fear of glass known as`hyelophobia
What is the fear of sleep known as`hypnophobia
What is the fear of height known as`hypsiphobia
What is the fear of going to the doctor known as`iatrophobia
What is the fear of veritgo known as`illyngophobia
What is the fear of insects known as`insectophobia
What is the fear of poison known as`iophobia
What is the fear of solitude, being alone known as`isolophobia
What is the fear of termites known as`isopterophobia
What is the fear of jews known as`judeophobia
What is the fear of failure known as`kakorraphiaphobia
What is the fear of sitting down known as`kathisophobia
